title,url,language,category,file,summary,status
卡片网格布局 Card Grid,https://vibe-hub.org/card-grid-layout,zh,card-grid-layout,pages/zh/card-grid-layout.md,卡片网格布局是一种用规则行列排列同类卡片，并随可用宽度换行的页面结构. 作品、商品和模板列表可将每个项目做成结构相近的card，再用 Grid 自动排布。列数和最小卡片宽度要按标题、图片和操作仍能显示来决定；内容差异很大时，不必强求所有卡片完全等高。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
走马灯 Carousel,https://vibe-hub.org/carousel,zh,carousel,pages/zh/carousel.md,走马灯是在同一内容区域轮流展示多张幻灯片的轮播组件. 首页宣传内容或新手引导可用走马灯切换多张幻灯片。重要信息不能只放在后面；自动播放时必须允许暂停，并提供当前位置和切换入口。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
级联选择器 Cascader,https://vibe-hub.org/cascader,zh,cascader,pages/zh/cascader.md,点开一个选项后继续选择下一级，常见于省、市、区选择. 例如填写收货地址时，先选“广东省”，再选“深圳市”，最后选“南山区”，完成后要显示整条路径。若用户需要同时选择多个地区，用 tree-select 更合适。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
持续交付 / 持续部署 CD,https://vibe-hub.org/cd,zh,cd,pages/zh/cd.md,CD 是让通过验证的版本持续处于可发布状态，或自动发布到目标环境的交付方式。 持续交付通常把候选版本准备好，由人决定何时发布；持续部署则在门禁通过后自动进入生产。两者都接在 CI 之后，区别首先要看生产前是否保留人工批准。 也常被叫作CD、Continuous Delivery、Continuous Deployment。…,ok
CDN,https://vibe-hub.org/cdn,zh,cdn,pages/zh/cdn.md,把图片和网页文件的副本放到多个地区，让用户从较近的位置加载. 例如，深圳和新加坡的用户打开同一张产品图时，可以分别从附近节点获取。CDN 不会自动解决后端慢的问题，更新文件时也要处理旧缓存。 也常被叫作CDN 加速、内容分发网络。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
居中窄栏布局 Centered Column,https://vibe-hub.org/centered-layout,zh,centered-layout,pages/zh/centered-layout.md,居中窄栏布局是一种限制内容栏宽度并将其置于页面中央的页面结构. 文章阅读、登录和设置页面可用居中栏减少视线横向移动，让主任务更集中。具体宽度要根据中文或英文、字号和设备测试；需要品牌说明、帮助入口或多步流程时，可以保留这些必要上下文，不能把所有页面机械压成窄栏。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
居中 Centering,https://vibe-hub.org/centering,zh,centering,pages/zh/centering.md,居中是把文字、元素或一组内容在容器的水平、垂直或两条轴上对齐到中间的布局方式. 按钮组可用flex居中，网格单元可用grid的 place-items。文字和定宽块有各自做法；absolute 加 transform 适合浮层，不应作为普通内容的默认方案。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
图表 Chart,https://vibe-hub.org/chart,zh,chart,pages/zh/chart.md,图表是用位置、长度、大小或颜色等视觉编码来比较和理解数据的展示方式。 例如折线图可看订单随月份的变化，柱状图可比较不同渠道的数量；图表让趋势和差异更容易被看见。它不是数据本身，也不适合代替用户需要逐项核对的精确表格或证明因果关系。 也常被叫作数据图表、可视化图表、Data Visualization。 VibeHub…,ok
聊天界面 Chat UI,https://vibe-hub.org/chat-ui,zh,chat-ui,pages/zh/chat-ui.md,聊天界面是组织消息列表、输入区和对话反馈状态的交互界面。 例如用户发送一条问题后，界面应把自己的消息放入列表，显示等待或流式输出，并在失败时保留可理解的错误和重试入口；客服聊天和 AI 对话都需要这些界面能力。它是用户看见和操作的壳，不等于里面连接的模型或客服系统。 也常被叫作聊天 UI、聊天窗口、Chat Interface。…,ok
复选框 Checkbox,https://vibe-hub.org/checkbox,zh,checkbox,pages/zh/checkbox.md,复选框是让用户独立选中一个或多个选项的表单控件. 兴趣标签、筛选条件和同意协议都可使用复选框。每个选项彼此独立；只能选择一个答案时应使用 radio。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
持续集成 CI,https://vibe-hub.org/ci,zh,ci,pages/zh/ci.md,持续集成是频繁合入变更并自动构建、测试，以尽早发现集成问题的做法。 例如推送分支后，流水线自动安装依赖、执行 Lint、单元测试和构建，并把结果显示在 PR 上。CI 提供合入前后的快速反馈，但检查通过不等于版本已经发布到生产。 也常被叫作CI、Continuous Integration、持续集成。 VibeHub…,ok
克隆 Clone,https://vibe-hub.org/clone,zh,clone,pages/zh/clone.md,Clone 是把远程 Git 仓库的代码和版本历史首次复制到本地的操作. 它会新建项目文件夹并下载代码、分支信息和提交历史。例如，进入目录后先读 README 再安装依赖；之后同步新增版本用pull。 VibeHub 可视化图解与使用边界 · Git术语。,ok
折叠面板 Collapse,https://vibe-hub.org/collapse,zh,collapse,pages/zh/collapse.md,折叠面板是可按需展开或收起一组内容的界面组件. 常见问题和高级设置可先显示标题，用户点开再读正文。风险提示、提交条件等必须看到的信息不应默认藏在折叠面板里。 也常被叫作可折叠面板。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
颜色选择器 ColorPicker,https://vibe-hub.org/color-picker,zh,color-picker,pages/zh/color-picker.md,颜色选择器是让用户查看并选择颜色值的表单控件. 主题设置、图表标记和画板工具可用它选择颜色。除色盘外应显示可复制的色值；文字或图标仍必须满足足够对比度。 也常被叫作色彩选择器。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
提交 Commit,https://vibe-hub.org/commit,zh,commit,pages/zh/commit.md,给当前项目保存一个可以回看、带说明的版本. 例如，修好手机端按钮后，先用 git add 把这部分改动选进暂存区，也就是“这次准备保存的清单”，再 Commit 并写明“修复手机端按钮错位”。撤销前要先区分未提交改动和已经推送的提交；共享历史通常用 Revert 追加一次反向修改，不直接改写旧记录。 VibeHub…,ok
组件 Component,https://vibe-hub.org/component,zh,component,pages/zh/component.md,组件是把一块可复用的界面和它负责的行为组织在一起的单元。 例如商品卡在首页、搜索结果和收藏页都显示图片、价格和购买按钮时，可以共用同一个组件；表单输入框也能作为组件复用。它划分的是界面责任，不等于页面里每一个小标签都必须单独成为组件。 也常被叫作UI 组件、界面组件、UI Component。 VibeHub 可视化图解与使用边界 ·…,ok
上下文工程 Context Engineering,https://vibe-hub.org/context-engineering,zh,context-engineering,pages/zh/context-engineering.md,上下文工程是为 AI 持续挑选当前任务真正需要的信息，常见于长对话、复杂代码和多步骤任务。 例如让 Agent 修登录报错时，只给它报错、相关文件、已确认限制和最新测试结果，而不是把整个项目日志全塞进去。它不是把提示词写得更长，而是持续保留重点、移除噪声，并在需要时再取资料。 也常被叫作Context Management、上下文管理…,ok
上下文窗口 Context Window,https://vibe-hub.org/context-window,zh,context-window,pages/zh/context-window.md,上下文窗口是模型在一次请求中能够处理的输入和输出总量上限。 例如聊了很久后，你再说“按最初要求修改”，最早的要求可能没有被这次请求带入，回答就会跑偏。窗口有大小上限，资料越多也不代表越相关。 也常被叫作上下文长度、Context Length。 VibeHub 可视化图解与使用边界 · AI术语。,ok
对话历史 Conversation History,https://vibe-hub.org/conversation-history,zh,conversation-history,pages/zh/conversation-history.md,对话历史是产品保存并在后续请求中重新提供给模型的先前消息记录. 例如，用户说“把第二条改短”时，产品带回原来的三个标题，模型才能确定所指内容。聊天越长越占空间，界面可见的旧消息不代表本次一定全部发送。 也常被叫作聊天记录、消息历史。 VibeHub 可视化图解与使用边界 · AI术语。,ok
圆角的气质 Corner Feel,https://vibe-hub.org/corner-feel,zh,corner-feel,pages/zh/corner-feel.md,圆角的气质是指不同圆角大小在界面中带来的视觉感受和一致性规则. 较小圆角常显得克制，较大圆角常显得柔和，可为按钮、卡片和输入框建立少量border-radius档位。它们是设计经验，不是固定语义；相同角色应保持一致，具体数值仍要结合组件尺寸、品牌和场景测试。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
CORS,https://vibe-hub.org/cors,zh,cors,pages/zh/cors.md,CORS 是浏览器要求服务器明确同意后，网页才能跨源读取响应的安全机制。 例如网页从 `app.example.com` 请求 `api.example.com`，服务器要在响应中允许这个网页来源，浏览器才把数据交给脚本。它保护的是浏览器里的跨源读取；接口能否被调用、用户是否有权限，仍要由服务器验证。…,ok
CTA,https://vibe-hub.org/cta,zh,cta,pages/zh/cta.md,行动号召是引导用户完成注册、试用、购买等下一步的行动入口. CTA 可以是按钮、链接或简短表单。产品页可用“开始免费试用”直接说明行动和结果；一个视觉区域通常突出一个主目标，长页面可按阅读阶段重复或调整。不要使用“提交”“点击这里”等看不出结果的文字。 也常被叫作行动号召、Call to Action。 VibeHub…,ok
鼠标指针 Cursor,https://vibe-hub.org/cursor,zh,cursor,pages/zh/cursor.md,鼠标指针会根据所在区域改变形状，提前提示这里可以点击、输入、拖动或暂不可用. 当鼠标移到网页元素上，浏览器会根据 CSS cursor 显示对应的指针。可点击区域常见 pointer，可输入文字的区域显示 text，可拖动对象显示 grab，暂不可用的操作可显示 not-allowed。指针只是辅助提示…,ok
深色模式 Dark Mode,https://vibe-hub.org/dark-mode,zh,dark-mode,pages/zh/dark-mode.md,深色模式是一套可切换的深色界面主题状态，而不只是把页面背景涂黑。 例如用户选择深色模式或系统偏好深色时，页面的背景、文字、边框、按钮、图表和聚焦状态都换成协调且足够对比的值。它服务于不同环境和偏好；一张黑色海报或深色视觉风格并不自动构成可切换主题。 也常被叫作暗色模式、夜间模式、深色主题。 VibeHub 可视化图解与使用边界 ·…,ok
数据校验 Validation,https://vibe-hub.org/data-validation,zh,data-validation,pages/zh/data-validation.md,数据校验是在使用输入前检查其格式、范围和业务规则的步骤. 例如，必填项可在用户离开字段时提示，跨字段规则通常在提交时统一检查。前端提示帮助用户及时纠正，但可能被绕过；后端仍须重新校验并返回具体字段错误。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
数据库 Database,https://vibe-hub.org/database,zh,database,pages/zh/database.md,保存并查找用户、文章、订单等应用数据的地方. 比如用户发布文章后，后端把标题和正文写入数据库；刷新页面或重新登录时，文章仍能被读取。CRUD 是创建、读取、更新和删除这四类常见数据操作。只保存在当前浏览器的内容不会自动出现在另一台设备上。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
日期选择器 DatePicker,https://vibe-hub.org/date-picker,zh,date-picker,pages/zh/date-picker.md,日期选择器是用日历选择某一天或一段日期的表单控件. 预订入住日期或筛选本月订单时可用日历降低格式歧义。要说明可选范围、区间是否包含当天；跨地区业务还必须说明计算日期的时区。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
部署上线 Deployment,https://vibe-hub.org/deployment,zh,deployment,pages/zh/deployment.md,部署是把项目构建并发布到目标运行环境、让预期用户或系统能够使用的过程. 例如，平台可从仓库取得源码，执行构建或启动服务，再发布到测试、内部或公开环境。静态网站常得到访问网址，后端服务、定时任务或内部应用则未必公开。发布前要确认目标环境、构建与启动方式、输出目录和环境变量；失败时先查看日志。 VibeHub 可视化图解与使用边界 ·…,ok
描述列表 Descriptions,https://vibe-hub.org/descriptions,zh,descriptions,pages/zh/descriptions.md,在详情页里用“字段名 + 内容”展示一条记录的只读信息. 例如订单详情会显示“收货人：李明”“状态：已发货”“金额：¥199”。它只负责查看；如果用户需要修改这些内容，应使用可编辑的 form。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
设计令牌 Design Token,https://vibe-hub.org/design-token,zh,design-token,pages/zh/design-token.md,设计令牌是集中命名和复用颜色、间距、字体等设计值的变量。 例如把主按钮颜色命名为 `color.brand.primary`、常用间距命名为 `space.16`，组件引用名称而不是各自硬写色值和像素。改主题或统一调整时，令牌能让同一规则在网页、组件库或其他界面保持一致；它不是任意 CSS 变量的别名，也不替代设计决定本身。…,ok
差异对比 Diff,https://vibe-hub.org/diff,zh,diff,pages/zh/diff.md,把改动前后的内容逐行摆在一起，标出删了什么、加了什么. 例如，AI 修改首页后，先看 Diff：带 - 的行是旧内容被删掉，带 + 的行是新内容加进来。Commit 前要同时检查尚未 add 和已经 add 的 Diff，避免把误删、调试代码或密钥保存进去。 VibeHub 可视化图解与使用边界 · Git术语。,ok
禁用 Disabled,https://vibe-hub.org/disabled,zh,disabled,pages/zh/disabled.md,禁用是表示控件当前不能执行操作的交互状态. 除降低视觉强调，还应就近说明暂不可操作的原因，不能只靠tooltip。原生 disabled 控件通常不能获得焦点；aria-disabled 只表达语义，元素通常仍可聚焦，必须由脚本阻止操作并决定焦点策略。长期无权限的入口是否隐藏，要看用户是否需要知道功能存在。 VibeHub…,ok
分割线 Divider,https://vibe-hub.org/divider,zh,divider,pages/zh/divider.md,分割线是用细线分开相邻内容分组的视觉元素. 订单摘要与收货地址之间可用分割线提示信息组已经变化。留白足以分组时不必加线，避免把页面切成许多碎块。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
DNS,https://vibe-hub.org/dns,zh,dns,pages/zh/dns.md,互联网的地址簿，把域名查成浏览器能找到网站的地址. 例如，输入 vibe-hub.org 后，DNS 会先找到它对应的服务地址，浏览器才能连接。修改 DNS 后，旧地址可能仍被缓存一段时间，所以不同地区不一定同时更新。 也常被叫作DNS 解析、域名系统。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
文档三栏布局 Doc Layout,https://vibe-hub.org/doc-layout,zh,doc-layout,pages/zh/doc-layout.md,文档三栏布局是一种同时显示整站目录、正文内容和本页大纲的页面结构. 技术文档常用左侧目录帮助跳转，中间正文承担阅读，右侧大纲标记当前章节。屏幕变窄时可先收起右侧大纲，再把整站目录放进可打开的侧栏；不要在窄屏硬保留三栏，导致正文无法阅读。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
域名 Domain,https://vibe-hub.org/domain,zh,domain,pages/zh/domain.md,域名是用于识别和访问互联网服务的易记名称，会通过 DNS 对应到实际服务. example.com 是域名，通常需向注册商按年注册；它本身不存放网页，也可用于网站、子域名、邮箱或验证服务，需要通过dns指向相应服务。选择时应考虑好读、好拼和不冒充他人的名称，并保护注册商账号和续费状态。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
拖拽 Drag,https://vibe-hub.org/drag,zh,drag,pages/zh/drag.md,拖拽是一种按住元素并移动它的位置或把它放到目标区域的交互方式. 调整任务卡顺序、把文件拖进上传区时会用到 drag；过程中应显示被拖元素、可放置区域和落点占位。拖拽对键盘、触屏和手部操作不稳定的用户并不可靠，因此排序要提供上移下移等替代操作，上传也要保留文件选择按钮。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
抽屉 Drawer,https://vibe-hub.org/drawer,zh,drawer,pages/zh/drawer.md,抽屉是从屏幕边缘展开、在保留当前页面上下文时显示内容的面板组件. 在项目列表旁查看详情或调整筛选时可打开抽屉。无论在手机上占满屏幕还是只占一侧，都需要清楚的标题、关闭入口和焦点管理。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
下拉菜单 Dropdown,https://vibe-hub.org/dropdown,zh,dropdown,pages/zh/dropdown.md,下拉菜单是点击一个入口后展开一组相关操作的浮层菜单组件. “更多”按钮可收纳重命名、导出和删除，减少页面占用。它承载操作；从固定值中选择一个答案应使用select。 也常被叫作操作菜单、更多菜单。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
端到端测试 End-to-End Test,https://vibe-hub.org/e2e-test,zh,e2e-test,pages/zh/e2e-test.md,端到端测试是从用户入口驱动完整系统流程并检查最终可见结果的测试。 例如在浏览器里选择旅行日期、填写乘客、完成沙盒支付，再确认订单页出现正确行程。它会跨过页面、接口和数据存储，但不等于每个内部分支都已覆盖。 也常被叫作E2E、E2E Test、End-to-End Test。 VibeHub 可视化图解与使用边界 · 技术栈术语。,ok
缓动 Easing,https://vibe-hub.org/easing,zh,easing,pages/zh/easing.md,缓动是规定动画在持续时间内如何加速和减速的速度曲线. 进度条和持续旋转常用 linear，界面入场常从快到慢，退场常从慢到快。具体曲线要结合移动距离和界面语义测试；项目里应收敛成少量可复用规则，回弹等物理运动再考虑spring。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
空状态 Empty,https://vibe-hub.org/empty,zh,empty,pages/zh/empty.md,空状态是在内容区域没有可展示数据时说明原因和下一步的界面状态. 新项目列表为空时，可说明“还没有项目”并提供“新建项目”按钮。它不能代替加载失败或权限不足等错误提示，应说明真实原因。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
环境变量 Env Var,https://vibe-hub.org/env-var,zh,env-var,pages/zh/env-var.md,环境变量是在代码之外保存配置值、供不同运行环境读取的方式. 例如，本地、测试和线上可使用不同接口地址或密钥。前端公开变量会进入浏览器代码，真正的密钥只能由服务端读取；.env 是本地加载这些值的常见文件，不是加密保险箱，也必须避免提交到 Git。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
渐入渐出 Fade In / Out,https://vibe-hub.org/fade,zh,fade,pages/zh/fade.md,渐入渐出是一种通过改变透明度让内容出现或离开的基础动效. 提示框、卡片或弹窗进入和退出时可用 opacity 的淡入淡出，视觉负担较低。它仍要配合正确的阅读顺序、点击和最终隐藏状态；如果需要表达内容来自哪个方向或层级，滑动或缩放可能更清楚。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
FAQ,https://vibe-hub.org/faq,zh,faq,pages/zh/faq.md,常见问题是集中回答用户反复提出的疑问及其答案的内容区块. 退款条件、套餐限制和数据安全等重复问题可整理为 FAQ，答案第一句先给结论，再说明必要条件。问题应来自真实搜索、客服或访谈记录；内容很多或需要持续检索时，应建设帮助中心，不能把所有说明塞进一页。 也常被叫作常见问题、Frequently Asked Questions。…,ok
功能开关 Feature Flag,https://vibe-hub.org/feature-flag,zh,feature-flag,pages/zh/feature-flag.md,功能开关是运行时按配置或用户条件启用、停用代码路径的机制。 例如同一版本已经包含新编辑器，但开关只让内部账号进入新路径，其他用户继续看到旧页面。它把代码部署与功能开放分开；长期不用的开关仍要清理，也不能代替版本回滚和数据恢复。 也常被叫作Feature Flag、Feature Toggle、功能旗标。 VibeHub…,ok
文件项 File,https://vibe-hub.org/file,zh,file,pages/zh/file.md,文件项是展示单个文档、图片或附件名称、状态和操作的界面单元. 上传完成列表可显示“项目计划.pdf、2.4 MB、已上传”。文件名应最显眼，类型和状态作补充；不能只放一个图标让用户猜文件内容。 也常被叫作文件卡片、文件列表项。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
筛选 Filter,https://vibe-hub.org/filter,zh,filter,pages/zh/filter.md,筛选是按已有属性或条件缩小当前内容集合的功能。 例如任务列表可按负责人、状态和截止日期只保留符合条件的项，商品列表可按价格或尺寸缩小范围。它基于明确条件排除不符合的内容，不负责理解用户自由输入的一句话，也不等于给结果排序。 也常被叫作筛选条件、过滤、内容筛选。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
不稳定测试 Flaky Test,https://vibe-hub.org/flaky-test,zh,flaky-test,pages/zh/flaky-test.md,不稳定测试是在代码未改变时仍会时而通过、时而失败的测试。 例如 CI 中的页面测试偶发超时，或并行用例抢同一个账号导致结果交替。重试可以帮助确认现象和收集证据，但不能当作修复；稳定失败通常更像真实缺陷或固定配置错误。 也常被叫作Flaky Test、不稳定用例、间歇性失败测试。 VibeHub 可视化图解与使用边界 · 技术栈术语。,ok
弹性布局 Flex,https://vibe-hub.org/flex,zh,flex,pages/zh/flex.md,弹性布局是一种用 Flexbox 沿一条主轴排列和对齐直接子元素的 CSS 布局方式. 导航链接横排、按钮组居中或图标与文字并排时，可在父元素上设置 display: flex。justify-content 控制主轴分布，align-items 控制交叉轴对齐；它适合一行或一列的关系，需要同时规划多行和多列时应先考虑grid。…,ok
聚焦 Focus,https://vibe-hub.org/focus,zh,focus,pages/zh/focus.md,聚焦是当前会接收键盘输入或操作的元素所处的交互状态. 按 Tab 键浏览链接和按钮、点击输入框时都会看到 focus；清楚的描边能告诉键盘用户下一次按键会作用在哪里。若替换浏览器默认 outline，必须提供同样明显且对比度足够的焦点样式，不能只在鼠标点击时保留。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
页脚 Footer,https://vibe-hub.org/footer,zh,footer,pages/zh/footer.md,页脚是网页底部集中放置补充链接、版权和联系方式的页面区域. 隐私政策、服务条款、联系方式和社交账号常放在 Footer，并按用途分组。它适合补充入口；不要把顶部已经清楚展示的所有链接原样重复，也不能把用户必须在提交前看到的关键规则只放在页脚。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
表单 Form,https://vibe-hub.org/form,zh,form,pages/zh/form.md,网页或软件里让用户填写并提交一组信息的区域，比如注册、下单或修改资料. 例如注册账号时，用户会填写手机号、验证码和密码，再点“注册”。填错的内容要在对应输入框附近说明；提交后还要明确账号是否真的创建成功。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
前端 Frontend,https://vibe-hub.org/frontend,zh,frontend,pages/zh/frontend.md,用户在网页、小程序和软件里直接看到、点击和输入的那一层. 例如，在注册页，输入框、提交按钮和“正在提交 / 注册成功 / 出错了”的提示属于前端；账号是否真正创建成功，要由后端处理后返回结果。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
Git,https://vibe-hub.org/git,zh,git,pages/zh/git.md,Git 是在本地记录文件版本历史、比较改动并协作同步的版本控制工具. 例如，完成并检查首页导航后，可以用commit把相关改动保存成一个本地版本，以后查看或恢复；只有push后 GitHub 才有副本。未 Commit 的改动不会自动进入历史。 也常被叫作Git 版本控制、版本控制。 VibeHub 可视化图解与使用边界 · Git术语。,ok
忽略文件 .gitignore,https://vibe-hub.org/gitignore,zh,gitignore,pages/zh/gitignore.md,告诉 Git 哪些本地文件不要加入版本记录的规则清单. 例如，node_modules 可以重新安装，.env 可能包含密钥，所以通常会写进 .gitignore。它只对尚未被 Git 跟踪的文件生效；文件已经 Commit 过，补写规则不会删除旧记录，已经泄露的密钥也必须立即更换。 VibeHub 可视化图解与使用边界 · Git术语。,ok
渐变 Gradient,https://vibe-hub.org/gradient,zh,gradient,pages/zh/gradient.md,渐变是一种让两个或多个颜色在指定方向或范围内连续过渡的视觉效果. 线性渐变适合形成方向感，径向渐变可把注意力聚到一个区域，例如产品页的背景光晕。颜色感受会随明度、面积和品牌而变化；文字覆盖在渐变上时要检查整段区域的对比度，并准备可读的纯色回退。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
网格布局 Grid,https://vibe-hub.org/grid,zh,grid,pages/zh/grid.md,"网格布局是一种用 CSS Grid 同时定义行和列，再把子元素放入二维格子的布局方式. 商品或模板列表需要随屏幕宽度自动换列时，可在父元素上定义 grid，再用 repeat(auto-fit, minmax(200px, 1fr)) 作为起点。最小宽度必须按标题、图片和操作仍能看清来调整；只有一条轴的简单排列用flex往往更直接。…",ok
页头 Header,https://vibe-hub.org/header,zh,header,pages/zh/header.md,网页顶部集中放置品牌、导航、搜索和账号入口的区域. 例如，产品官网的页头可以放 Logo、顶部导航栏、搜索和登录。顶部导航栏只是其中负责带用户去不同页面的部分；在简单页面里，两者可能看起来是同一行。 也常被叫作网站页头、站点页头、Site Header。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
首屏 Hero,https://vibe-hub.org/hero,zh,hero,pages/zh/hero.md,网页开头用来说明页面重点并引导下一步的主要区域. Hero 通常紧接在 Header 或 Navbar 下面。它可以由标题、补充说明、主要行动和产品画面组成，但没有固定组件清单；真正要看的是这些内容是否共同说明当前页面最重要的价值。客户标志、功能列表和定价通常属于后续区块，不因为靠近首屏就都算 Hero。 VibeHub…,ok
Frontend Terms for Vibe Coding,https://vibe-hub.org/,zh,home,pages/zh/index.md,"A visual glossary for people building with vibe coding. Explore frontend, backend, tech stack, AI, Git, and design terms through interfaces, real use cases, and clear…",ok
悬停 Hover,https://vibe-hub.org/hover,zh,hover,pages/zh/hover.md,悬停是鼠标指针停在元素上但尚未点击时出现的交互状态. 链接变色、卡片略微浮起或按钮增加阴影，都可以用 hover 提示它可以操作。反馈应当轻微且与点击后的结果一致；触屏设备通常没有悬停，因此菜单入口、说明和关键功能不能只在 hover 时显示。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
HTML,https://vibe-hub.org/html,zh,html,pages/zh/html.md,HTML 是用标签描述网页内容结构、供浏览器渲染页面的标记语言. 它用标签标出标题、段落、图片、链接和按钮。例如，产品页面的内容层级由 HTML 组织；视觉样式通常交给 CSS，复杂交互需要 JavaScript。 也常被叫作HTML 页面结构、超文本标记语言。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
HTTP,https://vibe-hub.org/http,zh,http,pages/zh/http.md,浏览器或 App 向服务器提出请求、再接收结果时遵守的通信规则. 例如，用户在资料页修改昵称并点击保存后，页面会通过 HTTP 发出请求，服务器再返回成功、失败和具体内容。开发者可以在浏览器的 Network 面板里看到这次通信。 也常被叫作HTTP 请求、超文本传输协议。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
HTTPS,https://vibe-hub.org/https,zh,https,pages/zh/https.md,地址栏里以 https:// 开头、用于保护设备与网站之间数据的加密连接. 例如，用户登录时，HTTPS 会降低密码在传输途中被同一网络中的其他人读取或篡改的风险。它只保护连接，不代表网站内容、公司身份或交易一定可信。 也常被叫作安全连接、HTTPS 连接。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
图标 Icon,https://vibe-hub.org/icon,zh,icon,pages/zh/icon.md,图标是用统一的小型视觉符号表示功能、对象或状态的界面元素. 搜索、下载和关闭可用熟悉图标帮助扫读。陌生或高风险操作不能只放图标，应补上文字或tooltip。 也常被叫作界面图标、功能图标。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
图片 Image,https://vibe-hub.org/image,zh,image,pages/zh/image.md,在网页或软件里显示头像、商品图、文章配图等图片. 例如商品列表应先为封面留出固定位置，图片加载后再按比例裁切，避免页面突然跳动。图片本身承载信息时要填写文字说明，方便图片加载失败或使用读屏的人理解；纯装饰图片不需要朗读。 也常被叫作图像、图片组件。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
输入框 Input,https://vibe-hub.org/input,zh,input,pages/zh/input.md,输入框是让用户填写账号、搜索词等短文本的表单控件. 账号、昵称和搜索词通常放在输入框中。字段名称要始终可见，格式错误要在附近说明；需要输入多行说明时应使用多行文本域。 也常被叫作文本输入框、单行输入框。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
数字输入框 InputNumber,https://vibe-hub.org/input-number,zh,input-number,pages/zh/input-number.md,数字输入框是用于填写数值并按设定步长增减的表单控件. 购买数量、库存和价格可在这里直接输入或点加减号调整。它只能限制格式和范围，库存是否足够等业务规则仍要在提交时校验。 也常被叫作Number Input、数字步进器、Numeric Stepper。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
集成测试 Integration Test,https://vibe-hub.org/integration-test,zh,integration-test,pages/zh/integration-test.md,集成测试是验证多个模块、服务或依赖之间能否按约定正确协作的测试。 例如提交订单后，接口应把正确字段写进测试数据库，并返回前端能够识别的结果。它能发现字段名、序列化和依赖连接问题；若从浏览器入口走完整用户流程，则属于范围更大的端到端测试。 也常被叫作Integration Test、集成测。 VibeHub 可视化图解与使用边界 ·…,ok
JavaScript,https://vibe-hub.org/javascript,zh,javascript,pages/zh/javascript.md,JavaScript 是可在浏览器和 Node.js 等运行环境中执行、用于实现交互和程序逻辑的编程语言. 例如，浏览器里的 JavaScript 可在点击“完成”后发送请求，并把待办状态更新到页面；使用 Node.js 的 JavaScript 则运行在服务器。两者是不同的运行环境，密码和可信的权限检查不能只放在浏览器里。…,ok
JSON,https://vibe-hub.org/json,zh,json,pages/zh/json.md,软件之间传递结构化数据时常用的文本格式. 例如，天气服务可以用 JSON 返回城市、温度和天气状态，App 再读取这些字段显示出来。JSON 能包含对象、列表、文字、数字和真假值，收到后仍要检查字段是否符合预期。 也常被叫作JSON 数据、JavaScript Object Notation。 VibeHub 可视化图解与使用边界 ·…,ok
表单标签 Label,https://vibe-hub.org/label,zh,label,pages/zh/label.md,表单标签是说明一个输入控件需要填写或选择什么的可见文字. 登录页的“邮箱”标签应始终显示，并且点击后能让对应输入框获得焦点。必填、格式和错误原因应在附近补充，不能只依赖占位文字。 也常被叫作字段标签、输入标签。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
